Player,Nation,Pos,Squad,Comp,Age,MP,Starts,Min,Goals,SoT,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasMedCmp,PasMedAtt,PasLonCmp,PasLonAtt,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToTkl,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,OG,Recov,AerWon,AerLost,Market Value,Market Value Euros,90s,SoT%,PasTotCmp%,PasShoCmp%,PasMedCmp%,PasLonCmp%,TklDri%,ToSuc%,ToTkl%,AerWon%,Market Value Log,Goals_per90,Assists_per90,SCA_per90,GCA_per90,PasProg_per90,Carries_per90,Tkl_per90,Int_per90,Age_Premium,Superstar_Index,Elite_Market_Signal,Potential_Score
Damián Suárez,URU,DF,Getafe,La Liga,34,13,12,900,1,0.1,10.0,10.0,18.8,0.0,0.0,0.0,36.5,52.5,629.1,283.5,18.9,22.3,12.6,16.3,3.9,10.5,0.0,1.5,3.2,1.1,0.5,4.6,52.5,40.0,12.4,2.5,0.0,1.2,4.8,8.7,1.2,0.6,0.5,0.0,36.5,0.1,1.8,2.5,1.4,1.0,0.0,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,0.0,0.0,2.6,1.7,1.1,1.1,0.4,0.8,1.4,0.6,2.0,0.0,2.0,0.9,3.5,1.9,0.0,62.5,2.2,16.0,30.8,16.5,0.5,62.5,1.4,0.5,0.9,26.7,100.6,59.3,1.0,1.4,0.2,0.9,0.1,32.0,4.1,0.2,0.0,0.0,1.8,0.4,0.1,4.8,1.7,0.0,0.0,5.7,0.8,0.2,€25k,25000.0,10.0,10.0,69.52380952380952,84.75336322869954,77.30061349693251,37.142857142857146,57.14285714285715,35.714285714285715,64.28571428571429,80.0,10.12667110305036,0.1,0.0,0.25,0.01,0.45999999999999996,2.67,0.26,0.09,1.0,0.1325,0.1325,4
Dan Burn,ENG,DF,Newcastle Utd,Premier League,30,22,21,1854,0,0.15,0.0,0.0,12.0,0.0,0.0,0.0,39.9,50.3,668.3,255.5,19.2,21.8,17.0,20.7,2.91,5.53,0.0,0.39,2.72,0.34,0.05,3.25,50.3,42.9,7.28,0.58,0.0,0.24,0.53,6.65,0.0,0.0,0.0,0.0,39.9,0.1,0.78,0.97,0.87,0.0,0.0,0.1,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.0,1.21,0.83,0.68,0.34,0.19,0.63,1.41,0.78,1.17,0.49,0.68,0.92,2.14,4.03,0.05,60.5,5.29,24.7,26.1,10.0,1.75,60.5,0.53,0.19,0.34,27.2,126.2,67.0,0.73,0.68,0.05,0.53,0.19,33.3,1.17,0.1,0.0,0.0,0.92,0.05,0.19,0.53,0.83,0.0,0.0,4.47,2.57,1.21,€5.00m,5000000.0,20.6,0.0,79.32405566600397,88.07339449541284,82.1256038647343,52.62206148282098,44.68085106382979,35.84905660377358,64.15094339622641,67.98941798941799,15.424948670398354,0.0,0.0,0.047087378640776695,0.0024271844660194173,0.15776699029126212,1.320388349514563,0.0587378640776699,0.04466019417475728,1.0,0.025558252427184465,0.025558252427184465,4
Dan-Axel Zagadou,FRA,DF,Stuttgart,Bundesliga,23,7,6,531,0,0.51,0.0,0.0,11.8,0.0,0.0,0.0,52.5,63.6,1057.3,400.2,16.1,18.6,29.7,32.9,6.78,10.5,0.0,0.68,3.73,0.17,0.0,2.54,63.6,61.4,1.86,1.19,0.0,0.68,0.0,0.68,0.0,0.0,0.0,0.0,52.5,0.34,0.51,1.36,1.02,0.0,0.0,0.34,0.0,0.0,0.17,0.0,0.0,0.0,0.17,0.0,0.0,1.02,0.51,0.85,0.17,0.0,0.17,0.85,0.68,1.69,1.53,0.17,1.02,2.03,5.59,0.17,75.1,9.15,40.3,32.7,2.37,1.36,75.1,0.0,0.0,0.0,42.7,174.6,88.1,0.34,0.17,0.0,0.51,0.51,52.0,0.0,0.34,0.0,0.0,0.85,0.0,0.0,0.0,0.51,0.0,0.0,4.75,2.37,1.69,€2.00m,2000000.0,5.9,0.0,82.54716981132076,86.55913978494624,90.27355623100304,64.57142857142857,20.0,0.0,0.0,58.3743842364532,14.508658238524095,0.0,0.0,0.2305084745762712,0.0288135593220339,0.43050847457627117,7.237288135593221,0.17288135593220338,0.17288135593220338,1.4,0.09347457627118644,0.13086440677966102,7
Dango Ouattara,BFA,MF,Bournemouth,Premier League,21,21,21,1806,6,1.68,3.5714285714285716,3.5714285714285716,14.25,0.23,0.0,0.0,31.4,49.2,486.9,180.6,16.02,22.46,11.15,17.46,2.48,4.74,0.98,2.7199999999999998,3.92,2.7199999999999998,1.15,3.65,49.2,48.2,1.04,0.06,0.35,0.69,5.37,0.81,0.12,0.0,0.0,0.0,31.4,0.06,1.6099999999999999,6.76,3.87,0.06,0.7,0.98,0.98,0.17,1.56,0.69,0.0,0.23,0.4,0.17,0.06,3.76,2.54,1.8499999999999999,1.33,0.58,1.21,2.32,1.1,2.09,1.04,1.05,2.48,6.25,3.29,0.34,81.5,5.9399999999999995,17.4,29.3,36.599999999999994,9.71,81.5,8.620000000000001,2.8899999999999997,4.4399999999999995,51.2,390.4,171.3,7.51,2.66,3.01,5.38,2.31,53.2,15.329999999999998,0.17,0.06,0.06,1.56,3.88,0.8099999999999999,5.37,2.54,0.12,0.0,9.370000000000001,5.25,3.9299999999999997,€35.00m,35000000.0,20.066666666666666,27.999999999999996,63.82113821138211,71.32680320569902,63.860252004581895,52.32067510548523,52.1551724137931,33.526682134570756,51.50812064965196,57.18954248366013,17.370858648025116,0.29900332225913623,0.04883720930232558,0.33687707641196013,0.07774086378737542,0.1818936877076412,2.551495016611296,0.18737541528239202,0.12358803986710963,1.8,0.21164451827242525,0.38096013289036545,10
Dani Ceballos,ESP,MF,Real Madrid,La Liga,26,13,7,566,0,0.32,0.0,0.0,23.8,0.0,0.0,0.0,78.1,85.2,1270.0,357.9,38.7,41.3,27.6,29.0,7.46,8.57,0.16,2.22,11.9,0.95,0.16,12.2,85.2,81.9,2.86,1.27,0.0,1.75,0.79,0.79,0.63,0.0,0.16,0.0,78.1,0.48,0.95,5.08,4.29,0.48,0.16,0.0,0.16,0.0,0.63,0.48,0.0,0.0,0.0,0.16,0.0,2.22,1.27,0.63,0.63,0.95,1.27,3.02,1.75,1.43,0.32,1.11,2.06,4.29,0.79,0.0,97.3,1.27,13.7,55.1,28.9,1.75,97.3,3.33,1.75,1.43,68.9,368.3,179.2,3.49,3.02,0.32,0.63,1.27,77.0,3.17,0.32,0.0,0.0,1.11,2.38,0.0,0.79,1.27,0.0,0.0,7.14,0.16,0.32,€8.00m,8000000.0,6.288888888888889,0.0,91.66666666666666,93.70460048426152,95.17241379310344,87.04784130688448,42.05298013245033,52.552552552552555,42.94294294294294,33.333333333333336,15.894952224644102,0.0,0.025441696113074206,0.8077738515901061,0.10017667844522969,1.9399293286219081,10.955830388692581,0.3530035335689046,0.3275618374558304,1.0,0.37566254416961137,0.37566254416961137,4
Dani Gómez,ESP,MFFW,Espanyol,La Liga,24,7,0,76,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.3,16.3,167.5,27.5,7.5,7.5,3.75,6.25,0.0,0.0,0.0,1.25,0.0,1.25,0.0,3.75,16.3,15.0,1.25,0.0,0.0,0.0,2.5,1.25,0.0,0.0,0.0,0.0,11.3,0.0,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.5,1.25,1.25,1.25,0.0,1.25,1.25,0.0,0.0,0.0,0.0,1.25,3.75,0.0,0.0,30.0,0.0,5.0,11.3,15.0,3.75,30.0,0.0,0.0,0.0,17.5,112.5,23.8,1.25,1.25,0.0,2.5,1.25,18.8,7.5,2.5,0.0,0.0,2.5,2.5,5.0,2.5,1.25,0.0,0.0,6.25,1.25,0.0,€800k,800000.0,0.8444444444444444,0.0,69.32515337423312,100.0,60.0,0.0,100.0,0.0,0.0,100.0,13.592368256649284,0.0,0.0,0.0,0.0,4.440789473684211,20.723684210526315,2.960526315789474,1.480263157894737,1.4,0.4440789473684211,0.6217105263157895,7
Dani Olmo,ESP,MFFW,RB Leipzig,Bundesliga,24,13,10,747,2,1.08,1.8518518518518516,1.8518518518518516,21.6,0.0,0.0,0.0,31.8,42.3,459.2,138.3,16.9,19.9,10.5,13.5,1.93,3.61,0.48,2.53,2.53,2.17,0.12,5.06,42.3,39.9,2.17,0.84,1.69,0.48,0.96,0.0,0.84,0.24,0.0,0.0,31.8,0.24,1.81,4.7,3.61,0.12,0.36,0.36,0.24,0.0,1.08,0.48,0.0,0.24,0.24,0.12,0.0,1.33,0.84,0.12,0.84,0.36,0.6,0.96,0.36,1.08,0.0,1.08,0.6,1.93,0.36,0.0,57.1,0.36,5.3,25.4,27.1,4.34,57.1,4.1,2.05,1.81,33.3,164.6,80.1,2.05,1.81,1.08,3.13,2.41,41.7,6.02,0.0,0.0,0.0,0.96,3.25,0.12,0.96,0.84,0.0,0.0,6.51,0.48,1.2,€60.00m,60000000.0,8.3,54.0,75.17730496453902,84.92462311557789,77.77777777777779,53.46260387811634,62.5,50.0,44.14634146341464,28.57142857142857,17.909855136853043,0.24096385542168672,0.057831325301204814,0.5662650602409638,0.13012048192771083,0.6096385542168674,4.012048192771084,0.1602409638554217,0.07228915662650602,1.4,0.2896385542168674,0.40549397590361436,7
Dani Rodríguez,ESP,MF,Mallorca,La Liga,34,20,15,1174,1,0.38,2.6315789473684212,2.6315789473684212,19.4,0.0,0.0,0.0,23.7,29.6,383.7,95.9,12.8,14.6,7.46,9.15,2.38,3.92,0.15,1.15,2.08,0.77,0.0,3.69,29.6,27.9,1.62,0.69,0.15,0.62,1.23,0.08,0.38,0.08,0.15,0.0,23.7,0.08,0.69,2.38,1.69,0.23,0.08,0.15,0.15,0.08,0.31,0.23,0.0,0.0,0.0,0.0,0.08,1.92,0.92,1.0,0.77,0.15,0.92,1.77,0.85,1.15,0.15,1.0,1.0,2.92,0.77,0.0,41.8,1.08,8.77,21.2,12.7,1.15,41.8,2.15,0.85,1.23,24.0,134.7,60.2,1.46,1.31,0.15,2.46,1.46,26.6,3.08,0.38,0.0,0.0,2.08,1.38,0.08,1.23,0.92,0.0,0.0,6.15,0.31,1.54,€100k,100000.0,13.044444444444444,38.0,80.06756756756756,87.67123287671234,81.53005464480873,60.71428571428571,51.9774011299435,39.53488372093023,57.209302325581405,16.756756756756754,11.51293546492023,0.07666098807495741,0.011499148211243612,0.18245315161839862,0.0237649063032368,0.28287904599659286,1.839863713798978,0.14718909710391823,0.07666098807495741,1.0,0.09747444633730834,0.09747444633730834,4
Daniel Amartey,GHA,DF,Leicester City,Premier League,28,17,15,1365,0,0.13,0.0,0.0,25.2,0.0,0.0,0.0,57.5,62.8,996.8,379.9,25.2,26.8,27.8,29.3,3.82,5.53,0.0,0.33,3.42,0.07,0.0,4.08,62.8,61.7,1.05,0.79,0.13,0.13,0.0,0.26,0.0,0.0,0.0,0.0,57.5,0.07,0.13,0.92,0.92,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.0,0.0,0.0,0.0,1.12,0.39,0.72,0.33,0.07,0.66,0.79,0.13,1.25,0.79,0.46,0.53,1.64,3.82,0.0,71.8,10.5,37.1,32.2,2.63,0.33,71.8,0.33,0.13,0.13,43.7,211.2,128.0,1.18,0.66,0.0,0.46,0.26,52.1,0.33,0.07,0.0,0.0,0.46,0.2,0.0,0.0,0.39,0.0,0.0,5.53,1.91,1.51,€500k,500000.0,15.166666666666666,0.0,91.56050955414014,94.02985074626865,94.88054607508532,69.07775768535261,83.54430379746836,39.39393939393939,39.39393939393939,55.84795321637427,13.122365377402328,0.0,0.0,0.060659340659340664,0.004615384615384616,0.269010989010989,2.8813186813186817,0.07384615384615385,0.03494505494505495,1.0,0.03972527472527473,0.03972527472527473,4
Daniel James,WAL,FW,Leeds United,Premier League,25,16,5,558,1,0.95,1.0526315789473684,1.0526315789473684,15.55,0.0,0.0,0.0,29.9,47.5,372.9,83.5,21.48,25.5,7.02,12.8,0.5,3.3600000000000003,0.0,1.45,0.95,2.8600000000000003,0.7,4.36,47.5,46.7,0.75,0.0,0.0,0.0,6.73,0.75,0.0,0.0,0.0,0.0,29.9,0.0,4.32,3.8200000000000003,3.1100000000000003,0.0,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.73,1.6600000000000001,0.7,1.86,1.1600000000000001,2.1100000000000003,4.23,2.1100000000000003,2.3200000000000003,0.25,2.0700000000000003,1.1600000000000001,4.890000000000001,1.9100000000000001,0.0,69.3,2.2,8.59,24.3,38.0,6.23,69.3,4.48,0.7,1.4100000000000001,39.4,309.9,167.9,6.48,2.66,2.3600000000000003,3.1100000000000003,1.95,43.7,10.84,0.0,0.0,0.0,1.1600000000000001,5.23,0.25,6.73,1.6600000000000001,0.25,0.0,9.43,0.25,3.0700000000000003,€12.00m,12000000.0,6.2,95.0,62.94736842105263,84.23529411764706,54.84374999999999,14.880952380952381,49.881796690307326,15.624999999999996,31.473214285714285,7.53012048192771,16.300417291085605,0.16129032258064516,0.0,0.6161290322580646,0.0,0.7032258064516129,6.354838709677419,0.6016129032258064,0.1870967741935484,1.4,0.25,0.35,4
Daniel Maldini,ITA,FWMF,Spezia,Serie A,21,9,1,322,1,1.11,0.9009009009009008,0.9009009009009008,16.8,0.0,0.0,0.0,21.1,29.2,282.8,53.1,11.7,14.4,6.11,7.78,1.11,2.78,0.0,0.28,1.67,0.83,0.28,1.11,29.2,26.4,2.78,0.28,0.0,0.0,1.67,0.0,1.11,1.11,0.0,0.0,21.1,0.0,0.83,2.78,1.67,0.0,0.28,0.28,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.94,0.56,0.0,0.83,1.11,0.83,1.39,0.56,1.11,0.0,1.11,0.28,2.22,1.67,0.0,43.3,1.67,5.56,19.7,18.3,2.78,43.3,3.06,1.11,1.67,22.2,132.2,58.1,1.94,1.67,0.56,3.33,0.56,26.7,5.83,0.0,0.0,0.0,1.39,2.22,0.0,1.67,0.56,0.0,0.0,4.44,1.39,2.78,€10.00m,10000000.0,3.577777777777778,111.00000000000001,72.26027397260275,81.24999999999999,78.53470437017995,39.92805755395684,59.71223021582735,36.274509803921575,54.57516339869281,33.33333333333333,16.118095750958314,0.2795031055900621,0.0,0.7770186335403726,0.0,0.31024844720496897,6.204968944099378,0.5422360248447204,0.0782608695652174,1.8,0.2842546583850932,0.5116583850931677,10
Daniel Parejo,ESP,MF,Villarreal,La Liga,33,20,20,1755,1,0.26,3.846153846153846,3.846153846153846,27.3,0.26,0.05,0.05,58.8,69.1,1094.6,356.3,25.2,26.8,24.5,27.5,7.69,12.1,0.15,1.38,8.1,1.28,0.15,7.38,69.1,59.7,9.03,4.67,0.26,0.67,4.72,0.21,4.15,1.59,1.38,0.1,58.8,0.31,0.62,2.87,2.15,0.72,0.0,0.0,0.0,0.0,0.36,0.26,0.1,0.0,0.0,0.0,0.0,1.74,0.97,0.77,0.51,0.46,0.56,1.69,1.13,1.08,0.41,0.67,0.72,2.46,1.03,0.05,77.1,3.03,15.1,44.0,18.7,0.26,77.0,0.82,0.51,0.26,42.1,182.1,91.8,1.03,1.44,0.0,0.92,0.77,52.8,0.97,0.1,0.0,0.0,0.72,1.95,0.0,4.72,0.97,0.0,0.0,6.41,0.36,0.46,€1.20m,1200000.0,19.5,26.0,85.09406657018813,94.02985074626865,89.0909090909091,63.553719008264466,33.13609467455622,62.19512195121951,31.70731707317073,43.90243902439024,13.997832948091215,0.05128205128205128,0.007692307692307692,0.14717948717948717,0.01846153846153846,0.37846153846153846,2.158974358974359,0.08923076923076922,0.03692307692307692,1.0,0.08953846153846154,0.08953846153846154,4
Daniel Podence,POR,FWMF,Wolves,Premier League,27,21,16,1312,5,0.89,5.617977528089887,5.617977528089887,16.7,0.0,0.0,0.0,23.2,34.1,382.2,114.0,12.0,15.8,7.53,10.9,2.4,4.25,0.0,1.92,1.71,2.05,0.34,5.14,34.1,31.4,2.47,0.21,0.48,0.48,2.12,0.62,1.23,0.34,0.41,0.0,23.2,0.21,0.89,3.7,2.74,0.21,0.21,0.48,0.07,0.0,0.14,0.07,0.0,0.07,0.0,0.0,0.0,1.51,0.96,0.75,0.48,0.27,0.34,1.16,0.82,0.89,0.0,0.89,0.27,1.78,0.41,0.0,46.3,0.62,6.44,16.7,23.8,3.9,46.3,2.81,0.89,1.78,27.2,132.8,60.1,2.12,1.37,1.03,2.67,1.71,32.1,7.53,0.27,0.0,0.0,1.51,1.3,0.14,2.12,0.96,0.0,0.0,4.59,0.41,0.62,€5.00m,5000000.0,14.577777777777778,17.8,68.03519061583577,75.94936708860759,69.08256880733946,56.470588235294116,29.31034482758621,31.672597864768683,63.345195729537366,39.80582524271845,15.424948670398354,0.3429878048780488,0.0,0.25381097560975613,0.009603658536585367,0.35259146341463415,1.8658536585365852,0.10358231707317074,0.018521341463414637,1.0,0.20750762195121952,0.20750762195121952,4
Daniel Vivian,ESP,DF,Athletic Club,La Liga,23,15,14,1265,1,0.14,7.142857142857142,7.142857142857142,10.4,0.0,0.0,0.0,40.9,50.4,867.2,324.4,11.7,13.2,22.8,25.2,6.24,10.3,0.0,0.07,3.97,0.07,0.0,4.47,50.4,47.6,2.48,2.41,0.0,1.21,0.28,0.0,0.0,0.0,0.0,0.0,40.9,0.28,0.71,0.43,0.28,0.07,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.06,1.21,1.42,0.57,0.07,1.21,1.49,0.28,0.85,0.5,0.35,1.42,3.48,3.97,0.07,61.9,5.46,28.2,31.9,2.48,1.13,61.9,0.5,0.07,0.35,37.2,200.3,132.0,0.99,0.5,0.0,0.57,0.35,35.5,0.21,0.21,0.0,0.0,1.35,0.85,0.0,0.28,1.21,0.0,0.0,7.94,1.63,2.34,€25.00m,25000000.0,14.055555555555555,14.000000000000002,81.15079365079364,88.63636363636364,90.47619047619048,60.58252427184466,81.20805369127517,14.000000000000002,70.0,41.05793450881612,17.034386422832473,0.07114624505928854,0.0,0.03059288537549407,0.0,0.3180237154150197,2.646640316205534,0.14656126482213438,0.10102766798418972,1.4,0.06282213438735178,0.08795098814229248,7
Daniele Montevago,ITA,FW,Sampdoria,Serie A,19,6,3,231,0,0.38,0.0,0.0,13.1,0.0,0.0,0.0,8.85,15.4,87.7,8.46,5.38,7.69,1.54,3.08,0.0,1.15,0.0,1.54,0.38,0.0,0.0,0.0,15.4,14.2,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,8.85,0.77,0.0,2.69,2.31,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.77,0.38,0.38,0.0,0.38,0.38,0.0,30.4,0.77,1.54,11.9,16.9,6.92,30.4,1.54,0.0,1.54,16.2,54.2,16.9,0.38,0.38,0.38,3.46,1.54,23.5,3.85,0.38,0.0,0.0,3.08,1.54,1.54,0.38,0.0,0.0,0.0,1.92,5.38,8.85,€300k,300000.0,2.566666666666667,0.0,57.467532467532465,69.96098829648895,50.0,0.0,0.0,0.0,100.0,37.80744905130007,12.611541086966115,0.0,0.0,1.048051948051948,0.0,0.0,6.311688311688311,0.14805194805194805,0.0,1.8,0.20961038961038958,0.37729870129870124,10
Daniele Rugani,ITA,DF,Juventus,Serie A,28,3,3,258,0,0.34,0.0,0.0,9.3,0.0,0.0,0.0,49.0,56.6,1029.3,294.5,11.7,13.1,33.1,35.5,4.14,7.93,0.0,0.0,2.41,0.0,0.0,1.72,56.6,56.2,0.34,0.34,0.0,1.03,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.34,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.03,0.0,1.03,0.0,0.0,0.0,0.0,0.0,1.03,0.69,0.34,0.69,1.72,3.45,0.0,64.1,7.24,36.2,25.9,2.07,0.69,64.1,0.0,0.0,0.0,43.4,199.7,140.0,0.69,0.0,0.0,0.34,0.0,47.9,0.0,0.0,0.0,0.0,1.03,0.0,0.34,0.0,0.0,0.0,0.0,2.07,2.41,0.69,€2.00m,2000000.0,2.8666666666666667,0.0,86.57243816254416,89.31297709923663,93.23943661971832,52.20680958385876,0.0,0.0,0.0,77.74193548387098,14.508658238524095,0.0,0.0,0.1186046511627907,0.0,0.6,15.139534883720929,0.35930232558139535,0.24069767441860462,1.0,0.08372093023255814,0.08372093023255814,4
Daniele Verde,ITA,FWMF,Spezia,Serie A,26,12,5,476,2,0.75,2.6666666666666665,2.6666666666666665,24.9,0.0,0.19,0.19,20.2,33.4,331.7,112.6,9.62,13.8,8.49,12.5,1.7,5.47,0.0,1.51,0.75,0.75,0.0,2.45,33.4,24.9,8.11,1.7,0.0,0.19,5.47,0.94,4.15,1.89,1.89,0.0,20.2,0.38,0.38,4.15,2.26,1.32,0.0,0.0,0.19,0.38,0.19,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.94,0.75,0.75,0.38,0.0,41.5,1.13,5.09,16.6,20.2,1.7,41.3,1.13,0.57,0.38,22.1,125.8,50.4,1.32,0.57,0.38,1.13,1.32,24.0,4.91,0.19,0.0,0.0,0.38,1.89,0.19,5.47,0.0,0.0,0.0,5.28,0.0,0.0,€700k,700000.0,5.288888888888889,37.5,60.47904191616767,69.71014492753622,67.92,31.07861060329068,0.0,50.442477876106196,33.6283185840708,0.0,13.45883704259595,0.37815126050420167,0.0,0.7846638655462186,0.035924369747899164,0.4632352941176471,4.178571428571429,0.0,0.14180672268907563,1.0,0.34099789915966383,0.34099789915966383,4
Danilho Doekhi,NED,DF,Union Berlin,Bundesliga,24,11,11,984,4,0.46,8.695652173913043,8.695652173913043,8.3,0.0,0.0,0.0,31.7,40.4,558.3,184.6,13.0,15.0,15.8,18.9,2.2,4.59,0.09,0.18,3.03,0.18,0.0,3.49,40.4,39.4,0.92,0.46,0.0,0.18,0.28,0.18,0.0,0.0,0.0,0.0,31.7,0.0,0.73,0.55,0.46,0.0,0.0,0.0,0.09,0.0,0.18,0.09,0.0,0.0,0.0,0.09,0.0,1.74,1.19,1.01,0.73,0.0,0.83,1.1,0.28,1.38,0.46,0.92,1.47,3.21,3.67,0.0,50.8,3.39,22.4,25.3,3.49,0.83,50.8,0.28,0.09,0.0,26.9,127.8,57.7,0.73,0.28,0.09,0.18,0.0,29.6,1.01,0.0,0.0,0.0,0.55,0.55,0.0,0.28,1.19,0.09,0.0,3.58,2.48,1.93,€13.00m,13000000.0,10.933333333333334,11.5,78.46534653465346,86.66666666666667,83.59788359788361,47.930283224400874,75.45454545454544,32.14285714285714,0.0,56.235827664399096,16.380459992348886,0.36585365853658536,0.008231707317073171,0.05030487804878049,0.016463414634146342,0.31920731707317074,2.460365853658536,0.15914634146341464,0.13445121951219513,1.4,0.17414634146341465,0.24380487804878048,7
Danilo,BRA,MF,Nott'ham Forest,Premier League,21,23,21,1904,2,0.1,20.0,20.0,23.0,0.0,0.0,0.0,77.3,98.1,1508.4,503.9,27.5,35.0,37.9,44.3,10.370000000000001,16.0,0.1,1.6,8.93,0.4,0.15,7.18,98.1,92.7,5.07,1.24,0.15,0.5,0.8,3.33,0.0,0.0,0.0,0.0,77.3,0.3,0.55,3.54,3.3899999999999997,0.05,0.0,0.05,0.05,0.0,0.1,0.05,0.0,0.0,0.05,0.0,0.0,8.34,5.4399999999999995,4.49,3.7,0.15,2.09,6.59,4.5,3.0,1.55,1.45,1.39,9.73,6.33,0.05,130.5,10.01,46.9,69.0,15.059999999999999,1.39,130.5,2.7,2.15,0.35,67.2,276.3,137.8,1.0,0.75,0.0,4.6,1.25,73.4,1.49,1.15,0.0,0.0,3.0,1.5,0.0,0.8,5.4399999999999995,0.0,0.0,14.07,3.44,3.0,€2.50m,2500000.0,21.155555555555555,5.0,78.79714576962283,78.57142857142857,85.55304740406321,64.8125,31.71471927162367,79.62962962962962,12.962962962962962,53.41614906832298,14.731801689838349,0.09453781512605042,0.0047268907563025216,0.16733193277310926,0.0047268907563025216,0.339390756302521,3.1764705882352944,0.39422268907563024,0.06570378151260504,1.8,0.1021481092436975,0.18386659663865548,10
Danilo Cataldi,ITA,MF,Lazio,Serie A,28,20,19,1396,0,0.06,0.0,0.0,28.3,0.06,0.0,0.0,51.7,61.2,799.3,286.3,29.6,32.4,15.6,18.5,4.58,7.23,0.06,0.9,4.19,0.32,0.0,4.0,61.2,56.7,4.26,2.06,0.0,0.19,2.77,0.13,2.06,0.39,1.23,0.0,51.7,0.26,0.65,1.94,1.03,0.84,0.0,0.06,0.0,0.0,0.13,0.06,0.0,0.0,0.06,0.0,0.0,1.29,0.77,0.32,0.84,0.13,0.71,2.19,1.48,1.03,0.52,0.52,1.23,2.52,1.42,0.0,69.2,4.0,18.5,42.7,8.45,0.0,69.2,0.77,0.32,0.39,36.9,132.3,47.8,0.39,0.52,0.0,0.26,0.39,47.3,0.77,0.26,0.0,0.0,0.71,1.1,0.0,2.77,0.77,0.0,0.0,7.87,0.06,0.26,€3.50m,3500000.0,15.511111111111111,0.0,84.47712418300654,91.35802469135803,84.32432432432432,63.347164591977865,32.42009132420091,41.55844155844156,50.64935064935065,18.75,15.068273812173887,0.0,0.0038681948424068766,0.12507163323782233,0.0083810888252149,0.25787965616045844,2.378939828080229,0.08316618911174785,0.07929799426934098,1.0,0.05283309455587393,0.05283309455587393,4
Danilo Pereira,POR,DFMF,Paris S-G,Ligue 1,31,18,14,1184,1,0.15,6.666666666666667,6.666666666666667,12.2,0.0,0.0,0.0,68.9,73.5,1139.2,394.9,32.7,34.0,29.0,30.9,5.3,6.21,0.0,0.3,7.12,0.38,0.0,6.06,73.5,70.2,3.33,1.59,0.0,0.23,0.0,0.68,0.0,0.0,0.0,0.0,68.9,0.0,0.38,1.21,0.98,0.0,0.0,0.15,0.0,0.08,0.08,0.08,0.0,0.0,0.0,0.0,0.0,1.44,0.61,0.61,0.61,0.23,0.68,0.91,0.23,1.14,0.76,0.38,1.44,2.88,1.89,0.0,81.4,7.27,23.9,53.0,5.23,1.14,81.4,0.23,0.15,0.08,65.2,320.7,158.0,0.76,0.76,0.0,0.53,0.45,60.3,0.38,0.15,0.0,0.0,0.83,0.38,0.08,0.0,0.61,0.0,0.0,7.05,1.44,1.21,€4.00m,4000000.0,13.155555555555555,15.0,93.74149659863946,96.1764705882353,93.85113268608414,85.34621578099839,74.72527472527473,65.21739130434781,34.78260869565217,54.339622641509436,15.201805169084134,0.07601351351351351,0.0,0.09197635135135135,0.006081081081081081,0.46064189189189186,4.956081081081082,0.10945945945945947,0.10945945945945947,1.0,0.09197635135135135,0.09197635135135135,4
